template_code	retro_template	template_hash	classification	library_occurence	conditions
4380	[NH2;D1;+0:5]-[c;H0;D3;+0:4]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[s;H0;D2;+0:7]:[c;H0;D3;+0:6]:1>>Br-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[c;H0;D3;+0:3]-[C;H0;D2;+0:4]#[N;H0;D1;+0:5].[CH2;D2;+0:6]-[SH;D1;+0:7]	d550729eba1ebfeb2c8ccd7626e6141c2c9674510356d9ff2852a6e2d7336d3d	0.0 Unrecognized	6	1
4381	[n;H0;D2;+0:1]:[c;H0;D3;+0:2]-[c;H0;D3;+0:3]1:[n;H0;D2;+0:4]:[n;H0;D2;+0:5]:[c;H0;D3;+0:6]:[n;H0;D3;+0:7]:1>>[n;H0;D2;+0:1]:[c;H0;D3;+0:2]-[CH;D2;+0:3]=[N;H0;D2;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]:[n;H0;D2;+0:7]	d5567e2e60365c3901e12179ac14999a8eac0f13db80f8d36f6b4d9332070004	0.0 Unrecognized	16	1
4382	[n;H0;D2;+0:7]:[n;H0;D3;+0:6]1:[c;H0;D3;+0:5]:[n;H0;D2;+0:4]:[cH;D2;+0:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:1>>C-O-[CH;D3;+0:1](-O-C)-[CH2;D2;+0:2]-[CH;D3;+0:3](-O-C)-O-C.[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[n;H0;D2;+0:6]:[nH;D2;+0:7]	d55b39f199f49c732d50c1b01f0227feeec7682e65f6404e61b0e2b71359fb31	0.0 Unrecognized	6	1
4383	[NH;D2;+0:6]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[o;H0;D2;+0:4]:1>>O=[N+;H0;D3:1](-[O-])-[c;H0;D3;+0:2]:[c;H0;D3;+0:3]-[OH;D1;+0:4].S=[C;H0;D2;+0:5]=[N;H0;D2;+0:6]	d55e66b7703077031c2c86150ed3a91030fbf407d1859effc7415ae3a1304a00	0.0 Unrecognized	7	1
4384	[c;H0;D3;+0:4]1:[c;H0;D3;+0:3]:[n;H0;D2;+0:2]:[c;H0;D3;+0:1]:[o;H0;D2;+0:5]:1>>O=[CH;D2;+0:1].[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[OH;D1;+0:5]	d568082a760a07bd12557fb9577f055df4b5d447b4ae792d31aa44732cd3d961	0.0 Unrecognized	9	1
4385	[S;H0;D4;+0:2]-[O;H0;D2;+0:1]\[C;H0;D3;+0:4]=[C;H0;D3;+0:5]1/[CH2;D2;+0:6]-[CH2;D2;+0:7]-[CH;D3;+0:8]-[O;H0;D2;+0:9]-[CH;D3;+0:3]-1>>C-[Si](-C)(-C)-[O;H0;D2;+0:1]-[S;H0;D4;+0:2].O=[CH;D2;+0:3].[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[CH2;D2;+0:6]-[CH2;D2;+0:7]-[CH;D3;+0:8]-[OH;D1;+0:9]	d5822e99e2698358856550de073f93a191d6baf4d78418876cf9a5b07b3f6ab3	0.0 Unrecognized	8	1
4386	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[o;H0;D2;+0:9]:[c;H0;D3;+0:8]:[c;H0;D3;+0:7]:[cH;D2;+0:6]:[c;H0;D3;+0:3]:1-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5].O=[CH;D2;+0:6]-[c;H0;D3;+0:7]:[c;H0;D3;+0:8]-[OH;D1;+0:9]	d587529541d6059cf2360f5348f35b5fc85bba11f4eb0110a4847aa1ed49abe5	0.0 Unrecognized	8	1
4387	[CH2;D2;+0:3]1-[CH2;D2;+0:1]-[CH;D3;+0:2]-1>>[CH2;D1;+0:1]=[CH;D2;+0:2].[CH2;D1;+0:3]=[N+]=[N-]	d58ad9bd9e6d148a851a7374e034f6fa878d26c2a3e915bdc6fcb02ff3148cd2	0.0 Unrecognized	66	1
4388	[C;H0;D3;+0:3]1-[CH;D3;+0:1]-[CH2;D2;+0:2]-[c;H0;D3;+0:5]:[c;H0;D3;+0:4]-1>>Cl-[C;H0;D4;+0:1](-[CH3;D1;+0:2])-[C;H0;D3;+0:3]-[c;H0;D3;+0:4]:[cH;D2;+0:5]	d596ec70d83442ed85f983a64abb8c499c9fe8b51dc00658436e96da19246e0e	0.0 Unrecognized	5	1
4389	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[nH;D2;+0:5]:[c;H0;D3;+0:6](=[O;H0;D1;+0:8]):[nH;D2;+0:7]:1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH2;D1;+0:5].N-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[O;H0;D1;+0:8]	d5a0961b6cb18fe0c3e3b5230ad2b9b12f93ae343fd304c0095180aab6d1ee4f	0.0 Unrecognized	77	1
4390	[C;H0;D4;+0:1]1-[CH;D3;+0:3]-[CH;D3;+0:2]-1>>[C;H0;D3;+0:1]=[CH;D2;+0:2].[CH;D2;+0:3]=[N+]=[N-]	d5a4a4ba18e7e672bb468f9fab05d100d648104b43d9c446be61ddbab5628561	0.0 Unrecognized	19	1
4391	[O;H0;D2;+0:10]-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[N;H0;D3;+0:3]1-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[CH2;D2;+0:9]-1>>Cl-[CH2;D2;+0:1]-[CH;D2;+0:2]=[N;H0;D2;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[CH2;D2;+0:9]-Cl.[OH;D1;+0:10]	d5b923befe9c9f67bd71ab15cac196d77fdd5459d463ea3a433ae766616007f2	0.0 Unrecognized	5	1
4392	[c;H0;D3;+0:6]-[n;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:[n;H0;D2;+0:2]:[cH;D2;+0:1]:1>>O-[CH;D2;+0:1]=O.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]	d5bec36e44187d9d966de4bfbe80ba16398672f1b5b985f4755b615ac05c2b53	0.0 Unrecognized	24	1
4393	[NH2;D1;+0:6]-[n;H0;D3;+0:2]1:[c;H0;D3;+0:1]:[n;H0;D2;+0:7]:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:1-[SH;D1;+0:5]>>O=[C;H0;D3;+0:1]-[NH;D2;+0:2]-[NH;D2;+0:3]-[C;H0;D3;+0:4](-S)=[S;H0;D1;+0:5].[NH2;D1;+0:6]-[NH2;D1;+0:7]	d5ce1147ebd79d55b042305209ee75d0e566d961876252a03c8e57b9c898c6f1	0.0 Unrecognized	4	1
4394	[OH;D1;+0:3]-[CH2;D2;+0:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:4]:[n;H0;D3;+0:7](-[c;H0;D3;+0:8]):[c;H0;D3;+0:6]:[n;H0;D2;+0:5]:1>>Cl-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[CH2;D2;+0:4]-Cl.[NH2;D1;+0:5]-[C;H0;D3;+0:6]=[N;H0;D2;+0:7]-[c;H0;D3;+0:8]	d5daa6ca43513cd9919f70467cfdd1c1410ddf62524353097fe3033af8e04e40	0.0 Unrecognized	4	1
4395	[C;H0;D4;+0:6]1-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-Br.[CH2;D2;+0:6]	d5dfa310b0b68e1a85640efb268f36a4ace5fcb46f56522cf45b30db9d69ffef	0.0 Unrecognized	85	1
4396	[NH;D1;+0:1]=[c;H0;D3;+0:2]1:[n;H0;D3;+0:4]:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[s;H0;D2;+0:3]:1>>[N;H0;D1;+0:1]#[C;H0;D2;+0:2]-[SH;D1;+0:3].[NH;D2;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	d5eb58b0f4bba74c9a8c551d8f369dd9a023e9e3678339d6e92f94fc3ad16ab1	0.0 Unrecognized	12	1
4397	[c;H0;D3;+0:1]1:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[nH;D2;+0:5]:[n;H0;D2;+0:4]:1>>O=[C;H0;D3;+0:1]-[CH;D3;+0:2]-[C;H0;D3;+0:3]=O.[NH2;D1;+0:4]-[NH2;D1;+0:5]	d5ed8bdf3a386a38073093050014f2597edac9bf5d1a514ea699cf47988da0c7	0.0 Unrecognized	145	1
4398	[NH2;D1;+0:2]-[c;H0;D3;+0:3]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[s;H0;D2;+0:6]:[c;H0;D3;+0:1]:1>>Cl-[CH2;D2;+0:1].[N;H0;D1;+0:2]#[C;H0;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[SH;D1;+0:6]	d5fe62e9b29543b03b9b7fb901d85eb0670678f36deea2bf4334d58877eeb4c9	0.0 Unrecognized	34	1
4399	[NH;D2;+0:7]-[c;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:[n;H0;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D2;+0:6]:1>>C-N(-C)/[CH;D2;+0:1]=[N;H0;D2;+0:2]/[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[C;H0;D2;+0:5]#[N;H0;D1;+0:6].[NH2;D1;+0:7]	d6022cc08559262dccab34b78d723588f2c5277bd62c61de545b38a5418fbffb	0.0 Unrecognized	77	1
4400	[OH;D1;+0:4]-[c;H0;D3;+0:3]1:[c;H0;D3;+0:2]:[cH;D2;+0:1]:[n;H0;D2;+0:5]:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:1>>C-C-O-[CH;D2;+0:1]=[C;H0;D3;+0:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-O-C-C.[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	d644712d5afc3faba7fff795b1ca9a37b1b3d0d89a842e4303ff9d903bef6161	0.0 Unrecognized	113	1
4401	[NH;D2;+0:6]-[C;H0;D3;+0:4]1=[N;H0;D2;+0:3]-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-1>>Cl-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[N;H0;D2;+0:3]=[C;H0;D2;+0:4]=[O;H0;D1;+0:5].[NH2;D1;+0:6]	d6468dd103ff6add38f6755eacb8c4305f7f99403774ba04156662869eb66764	0.0 Unrecognized	12	1
4402	[NH;D2;+0:3]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:1]:[s;H0;D2;+0:6]:[c;H0;D3;+0:5](-[c;H0;D3;+0:7]):[n;H0;D2;+0:4]:1>>Br-[CH;D3;+0:1]-[C;H0;D3;+0:2](=O)-[NH;D2;+0:3].[NH2;D1;+0:4]-[C;H0;D3;+0:5](=[S;H0;D1;+0:6])-[c;H0;D3;+0:7]	d6653d24be6a3065548cb1a6fea36bd462edc82deb34aa2d6809b12b07761d27	0.0 Unrecognized	3	1
4403	[NH;D2;+0:1]-[c;H0;D3;+0:2]1:[n;H0;D2;+0:4]:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[s;H0;D2;+0:3]:1>>[NH;D2;+0:1]-[C;H0;D3;+0:2](=[S;H0;D1;+0:3])-[NH;D2;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	d6663a03420aab637fe215fb58756aedd4f33ad745fdc03deff1e66fe26b67fc	0.0 Unrecognized	65	1
4404	[c;H0;D3;+0:7]-[n;H0;D3;+0:6]1:[cH;D2;+0:1]:[cH;D2;+0:2]:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:1-[c;H0;D3;+0:5]>>Cl-[CH2;D2;+0:1]-[CH;D2;+0:2]=O.[NH;D1;+0:3]=[C;H0;D3;+0:4](-[c;H0;D3;+0:5])-[NH;D2;+0:6]-[c;H0;D3;+0:7]	d66edbcb1d876b10dacaefb882bf08fce851aa6d6a393edbdc7aaeec429ff7d1	0.0 Unrecognized	23	1
4405	[c;H0;D3;+0:6]-[n;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[n;H0;D2;+0:1]:[n;H0;D2;+0:3]:[n;H0;D2;+0:2]:1>>C-[Si](-C)(-C)-[N;H0;D2;+0:1]=[N+;H0;D2:2]=[N-;H0;D1:3].O=[C;H0;D3;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]	d6809f003c3925a4c8cd832f790d90dbb92aae36cc59e7e4059e4c6cc79cad67	0.0 Unrecognized	30	1
4406	[C;H0;D3;+0:6]1=[C;H0;D3;+0:1]-[C;H0;D4;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[C;H0;D3;+0:5]-1>>O=[C;H0;D3;+0:1]-[C;H0;D4;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[C;H0;D3;+0:5]-[CH2;D2;+0:6]	d682bb7471e79deb803de6f9d191ebe7ae7bd266063b60c7d7c91cae08b83cc2	0.0 Unrecognized	23	1
4407	[Br;H0;D1;+0:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:1]:[n;H0;D3;+0:7](:[n;H0;D2;+0:8]):[c;H0;D3;+0:6]:[n;H0;D2;+0:5]:[cH;D2;+0:4]:1>>O=[CH;D2;+0:1]-[CH;D3;+0:2](-[Br;H0;D1;+0:3])-[CH;D2;+0:4]=O.[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[nH;D2;+0:7]:[n;H0;D2;+0:8]	d6866bd3bc143f20c8a9a8716d3ee17bbe9f222221e7377b8e109dbce5999c4b	0.0 Unrecognized	47	1
4408	[CH2;D2;+0:2]1-[CH2;D2;+0:3]-[O;H0;D2;+0:4]-[S;H0;D4;+0:5]-[NH;D2;+0:6]-[CH;D3;+0:1]-1>>[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[O;H0;D2;+0:4]-[S;H0;D4;+0:5]-[NH2;D1;+0:6]	d687ecd7dc97cd123f798d31a2cf251956f78028a950ce530ed305a952aa5bf3	0.0 Unrecognized	3	1
4409	[CH2;D2;+0:1]1-[CH;D3;+0:3]-[CH;D3;+0:2]-1>>[CH2;D1;+0:1]=[CH;D2;+0:2].[CH;D2;+0:3]=[N+]=[N-]	d689fe1ce722498ca62dcebfa14b5290b34a7b540d3ca76b2cc9399e17836114	0.0 Unrecognized	78	1
4410	[S;H0;D1;+0:3]=[C;H0;D3;+0:2]1-[NH;D2;+0:4]-[C;H0;D4;+0:5]-[C;H0;D3;+0:1]2=[N;H0;D2;+0:10]-[CH2;D2;+0:9]-[CH2;D2;+0:8]-[CH2;D2;+0:7]-[N;H0;D3;+0:6]-1-2>>S=[C;H0;D3;+0:1]1-S-[C;H0;D3;+0:2](=[S;H0;D1;+0:3])-[NH;D2;+0:4]-[C;H0;D4;+0:5]-1.[NH2;D1;+0:6]-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[NH2;D1;+0:10]	d6ab4a1d4398e5e63792476b3cd68a3ee045ed38effef62d22a44f62ff2a3a7e	0.0 Unrecognized	9	1
4411	[C;H0;D3;+0:5]1-[N;H0;D3;+0:6]-[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-[C@@H;D3;+0:3]-[NH;D2;+0:4]-1>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2].O=[CH;D2;+0:3].[NH2;D1;+0:4]-[C;H0;D3;+0:5]-[NH;D2;+0:6]	d6b9627793174de66868ed161d00a327564fe9e5d9073ff5b864cf7245aac45b	0.0 Unrecognized	3	1
4412	[N;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[o;H0;D2;+0:6]:1>>N#[C;H0;D2;+0:1]-[N;H0;D3;+0:2].[NH;D1;+0:3]=[C;H0;D3;+0:4]-[NH;D2;+0:5]-[OH;D1;+0:6]	d6be57b800c44389fe3a20770c7febd122a03ffc92a8d50564ad61c09527cbcc	0.0 Unrecognized	181	1
4413	[NH;D2;+0:2]-[C;H0;D3;+0:1]1=[N;H0;D2;+0:3]-[S;H0;D4;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH;D2;+0:7]-1>>S=[C;H0;D3;+0:1](-[NH;D2;+0:2])-[NH;D2;+0:3]-[S;H0;D4;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH2;D1;+0:7]	d6d1b55ad038fc47a102030d56f2d9452c880efdb77d07d2f5cb71d61aa47560	0.0 Unrecognized	10	1
4414	[O;H0;D1;+0:4]=[c;H0;D3;+0:3]1:[cH;D2;+0:2]:[cH;D2;+0:1]:[c;H0;D3;+0:7]:[c;H0;D3;+0:6]:[nH;D2;+0:5]:1>>C-O-[CH;D3;+0:1](-O-C)-[CH2;D2;+0:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[NH;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	d6d3f3663b841a2f32be6b74f408e8d4e6cf99ba465319b04ec33af38179da82	0.0 Unrecognized	5	1
4415	[N+;H0;D3:8]-[c;H0;D3;+0:7]1:[cH;D2;+0:6]:[n;H0;D2;+0:5]:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:[c;H0;D3;+0:1]:1-[OH;D1;+0:2]>>O=[C;H0;D3;+0:1](-[OH;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH;D2;+0:5]/[CH;D2;+0:6]=[CH;D2;+0:7]/[N+;H0;D3:8]	d6d94e884d5121901ab98cab21fc7a8722502f7a94dcdbeeff0632a620d7e727	0.0 Unrecognized	6	1
4416	[OH;D1;+0:7]-[CH;D3;+0:6]1-[C;H0;D4;+0:5]-[CH;D3;+0:1]-[NH;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-1>>[CH;D2;+0:1]=[N;H0;D2;+0:2]-[c;H0;D3;+0:3]:[cH;D2;+0:4].[CH;D3;+0:5]-[CH;D2;+0:6]=[O;H0;D1;+0:7]	d6e2d25966deea1262e1f494bbb701d323e2ffcfafcfbe4d5f698046c5850b8c	0.0 Unrecognized	124	1
4417	[O;H0;D1;+0:6]=[c;H0;D3;+0:7]1:[nH;D2;+0:5]:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:[c;H0;D3;+0:1](=[O;H0;D1;+0:2]):[nH;D2;+0:8]:1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH2;D1;+0:5].[K]-[O;H0;D2;+0:6]-[C;H0;D2;+0:7]#[N;H0;D1;+0:8]	d6ff5c696cda490838d620082beae09c0754524141621fe422e900c6b3e81b6f	0.0 Unrecognized	3	1
4418	[C;H0;D4;+0:4]1-[CH2;D2;+0:3]-[O;H0;D2;+0:2]-[CH;D3;+0:1]-[O;H0;D2;+0:5]-1>>O=[CH;D2;+0:1].[OH;D1;+0:2]-[CH2;D2;+0:3]-[C;H0;D4;+0:4]-[OH;D1;+0:5]	d716f8a0c79fbd7b767a6fec7ed691b011655cc3b1636c83e765dc06acb51493	0.0 Unrecognized	13	1
4419	[c;H0;D3;+0:4]1:[c;H0;D3;+0:3]:[n;H0;D2;+0:2]:[cH;D2;+0:1]:[s;H0;D2;+0:5]:1>>O-[CH;D2;+0:1]=O.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[SH;D1;+0:5]	d7254af54c95136f9eb557272be9fb3c26c68018ace9bbc470319f5e4bef4803	0.0 Unrecognized	12	1
4420	[c;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[n;H0;D2;+0:5]:[o;H0;D2;+0:6]:[c;H0;D3;+0:1]:[n;H0;D2;+0:2]:1>>C-C(=O)-O-[C;H0;D3;+0:1]=O.[N;H0;D1;+0:2]#[C;H0;D2;+0:3]-[c;H0;D3;+0:4].[NH2;D1;+0:5]-[OH;D1;+0:6]	d72c0a3a49717c09666834741458062f3dd039b5340f5088a939ff71536ebfae	0.0 Unrecognized	15	1
4421	[c;H0;D3;+0:3]1:[c;H0;D3;+0:4]:[n;H0;D3;+0:5]:[n;H0;D2;+0:1]:[n;H0;D2;+0:2]:1>>O-[N;H0;D2;+0:1]=O.O=[N+;H0;D3:2](-[O-])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH;D2;+0:5]	d7460dc519e9ec52086fcac08c69b2671e7395aa6d84cef00576e198f1553a52	0.0 Unrecognized	13	1
4422	[n;H0;D2;+0:7]:[n;H0;D3;+0:6]1:[c;H0;D3;+0:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D2;+0:4]:[c;H0;D3;+0:5]:1>>C-N(-C)-[CH;D2;+0:1]=[CH;D2;+0:2]-[C;H0;D3;+0:3]=O.[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[n;H0;D2;+0:6]:[nH;D2;+0:7]	d7493baadf45be3407f8f4673c250f303f20995263f1a219b4fd70d0845717bb	0.0 Unrecognized	3	1
4423	[O;H0;D1;+0:3]=[c;H0;D3;+0:1]1:[nH;D2;+0:2]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[o;H0;D2;+0:6]:1>>N-[C;H0;D3;+0:1](-[NH2;D1;+0:2])=[O;H0;D1;+0:3].N-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[OH;D1;+0:6]	d768b5bdd2dc35032fab5a91ab0e4233842919cbc872a270977d9940be9a9095	0.0 Unrecognized	4	1
4424	[c;H0;D3;+0:6]-[c;H0;D3;+0:5]1:[cH;D2;+0:4]:[n;H0;D2;+0:3]:[nH;D2;+0:2]:[n;H0;D2;+0:1]:1>>C-[Si](-C)(-C)-[N;H0;D2;+0:1]=[N+;H0;D2:2]=[N-;H0;D1:3].[CH;D1;+0:4]#[C;H0;D2;+0:5]-[c;H0;D3;+0:6]	d769b4b133f3006f33cfd1719820f13d96f57cd724eba1336cb550c43a24baf4	0.0 Unrecognized	14	1
4425	[CH2;D2;+0:1]-[S;H0;D2;+0:8]-[c;H0;D3;+0:6]1:[n;H0;D2;+0:5]:[c;H0;D3;+0:4]:[cH;D2;+0:3]:[cH;D2;+0:2]:[n;H0;D2;+0:7]:1>>Br-[CH2;D2;+0:1].C-N(-C)/[CH;D2;+0:2]=[CH;D2;+0:3]/[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[S;H0;D1;+0:8]	d772375f76f3f4f21b5fe68559ed27e6722452479e407be10e86df38689382f4	0.0 Unrecognized	4	1
4426	[NH;D2;+0:10]-[C;H0;D3;+0:11](=[O;H0;D1;+0:12])-[N;H0;D3;+0:13]-[CH;D3;+0:8]1-[O;H0;D2;+0:9]-[C@H;D3;+0:1](-[CH2;D2;+0:6]-[OH;D1;+0:7])-[C@H;D3;+0:2]-[C@H;D3;+0:3]-[C@H;D3;+0:4]-1-[OH;D1;+0:5]>>O-[C@H;D3;+0:1](-[C@@H;D3;+0:2]-[C@H;D3;+0:3]-[C@H;D3;+0:4](-[OH;D1;+0:5])-[CH2;D2;+0:6]-[OH;D1;+0:7])-[CH;D2;+0:8]=[O;H0;D1;+0:9].[N;H0;D2;+0:10]=[C;H0;D2;+0:11]=[O;H0;D1;+0:12].[NH2;D1;+0:13]	d773cfda8c7e61778fdfb6e41bbec31dace342a57c2961e21146e8b5c89d2200	0.0 Unrecognized	4	1
4427	[NH2;D1;+0:5]-[C;H0;D3;+0:6]1=[N;H0;D2;+0:2]-[S;H0;D4;+0:1](=[O;H0;D1;+0:3])(=[O;H0;D1;+0:4])-[NH;D2;+0:9]-[c;H0;D3;+0:8]:[c;H0;D3;+0:7]-1>>Cl-[S;H0;D4;+0:1](-[NH2;D1;+0:2])(=[O;H0;D1;+0:3])=[O;H0;D1;+0:4].[N;H0;D1;+0:5]#[C;H0;D2;+0:6]-[c;H0;D3;+0:7]:[c;H0;D3;+0:8]-[NH2;D1;+0:9]	d77c7de8f33aa696c8d0bf1f0483051da0584817154bbb0f79722073d9807d7c	0.0 Unrecognized	42	1
4428	[NH2;D1;+0:5]-[c;H0;D3;+0:6]1:[n;H0;D2;+0:8]:[c;H0;D3;+0:2](-[NH2;D1;+0:3]):[c;H0;D3;+0:1]:[cH;D2;+0:4]:[n;H0;D2;+0:7]:1>>C-C-O-C(=O)-[C;H0;D4;+0:1](-[C;H0;D2;+0:2]#[N;H0;D1;+0:3])-[CH;D3;+0:4](-O-C-C)-O-C-C.[NH2;D1;+0:5]-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[NH;D1;+0:8]	d78ed3cfaee6c32c269cc0d3bdebb88e25abbbfbf11bce08287fbba547d3ea23	0.0 Unrecognized	6	1
4429	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH;D3;+0:3]-[C;H0;D3;+0:4]=[N;H0;D2;+0:5]-[N;H0;D3;+0:6]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[NH;D2;+0:6]	d793e57973cfe4412d8d6f91f322539b9e89a632aaafdd5bbb297e246f7e061d	0.0 Unrecognized	16	1
4430	[CH2;D2;+0:8]-[N;H0;D3;+0:7]1-[CH;D3;+0:6]-[CH2;D2;+0:5]-[CH2;D2;+0:4]-[CH2;D2;+0:3]-[C;H0;D3;+0:1]-1=[O;H0;D1;+0:2]>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[CH;D3;+0:6]-[NH2;D1;+0:7].O=[CH;D2;+0:8]	d79b75605943b96a572df9d5c76dad90beceab88fcc694a7f4622de0d984b023	0.0 Unrecognized	164	1
4431	[c;H0;D3;+0:6]-[n;H0;D3;+0:5]1:[cH;D2;+0:3]:[c;H0;D3;+0:2]:[cH;D2;+0:1]:[n;H0;D2;+0:4]:1>>O=[CH;D2;+0:1]-[CH;D3;+0:2]-[CH;D2;+0:3]=O.[NH2;D1;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]	d7a7bb54f6b4e889c8c92dd30ce153ed3be823142c0662cc17e70f1e03c18f52	0.0 Unrecognized	13	1
4432	[n;H0;D2;+0:7]:[n;H0;D3;+0:6]1:[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[n;H0;D2;+0:4]:[c;H0;D3;+0:5]:1>>O=[C;H0;D3;+0:1]-[CH;D3;+0:2]-[C;H0;D3;+0:3]=O.[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[nH;D2;+0:6]:[n;H0;D2;+0:7]	d7ad14be0cda18afb3ffdd09c61fd4989db02cc741f7b1869ce80e144503f44c	0.0 Unrecognized	16	1
